1,1,レディース,1,トップス,1,Tシャツ/カットソー(半袖/袖なし),0,0,0
2,1,レディース,1,トップス,2,Tシャツ/カットソー(七部/長袖),0,0,0
3,1,レディース,1,トップス,3,シャツ/ブラウス(半袖/袖なし),0,0,0
4,1,レディース,1,トップス,4,シャツ/ブラウス(七部/長袖),0,0,0
5,1,レディース,1,トップス,5,ポロシャツ,0,0,0
6,1,レディース,1,トップス,6,キャミソール,0,0,0
7,1,レディース,1,トップス,7,タンクトップ,0,0,0
8,1,レディース,1,トップス,8,ホルターネック,0,0,0
9,1,レディース,1,トップス,9,ニット/セーター,0,0,0
10,1,レディース,1,トップス,10,チュニック,0,0,0
11,1,レディース,1,トップス,11,カーディガン/ボレロ,0,0,0
12,1,レディース,1,トップス,12,アンサンブル,0,0,0
13,1,レディース,1,トップス,13,ベスト/ジレ,0,0,0
14,1,レディース,1,トップス,14,パーカー,0,0,0
15,1,レディース,2,ジャケット/アウタートップス,1,テーラード/ジャケット,0,0,0
16,1,レディース,2,ジャケット/アウタートップス,2,ノーカラージャケット,0,0,0
17,1,レディース,2,ジャケット/アウタートップス,2,レザージャケット,0,0,0
18,1,レディース,2,ジャケット/アウタートップス,2,A,0,0,0
19,1,レディース,2,ジャケット/アウタートップス,2,B,0,0,0
20,1,レディース,2,ジャケット/アウタートップス,2,C,0,0,0
21,1,レディース,2,ジャケット/アウタートップス,2,D,0,0,0
22,1,レディース,2,ジャケット/アウタートップス,2,E,0,0,0
23,1,レディース,2,ジャケット/アウタートップス,2,F,0,0,0
24,1,レディース,3,パンツ,2,A,0,0,0
25,1,レディース,3,パンツ,2,B,0,0,0
26,1,レディース,3,パンツ,2,C,0,0,0
27,1,レディース,4,スカート,2,A,0,0,0
28,1,レディース,4,スカート,2,B,0,0,0
29,1,レディース,4,スカート,2,C,0,0,0
30,1,レディース,4,スカート,2,D,0,0,0
31,1,レディース,4,スカート,2,E,0,0,0
32,1,レディース,4,スカート,2,F,0,0,0
33,1,レディース,5,ワンピース,1,A,0,0,0
34,1,レディース,6,靴,1,A,0,0,0
35,1,レディース,7,ルームウェア/パジャマ,1,A,0,0,0
36,2,メンズ,1,トップス,1,シャツ/カットソー(半袖/袖なし),0,0,0
37,2,メンズ,1,トップス,2,シャツ/カットソー(七部/長袖),0,0,0
38,2,メンズ,1,トップス,2,シャツ/カットソー(七部/長袖),0,0,0
39,2,メンズ,2,ジャケット/アウター,2,シャツ/カットソー(七部/長袖),0,0,0
40,2,メンズ,3,パンツジャケット/アウター,2,シャツ/カットソー(七部/長袖),0,0,0
41,2,メンズ,4,靴,2,シャツ/カットソー(七部/長袖),0,0,0
42,2,メンズ,5,バッグ,2,シャツ/カットソー(七部/長袖),0,0,0
43,3,ベビー・キッズ,1,ベビー服（女の子用）,1,トップス,0,0,0
44,4,インテリア・住まい・小物,1,ベビー服（女の子用）,1,トップス,0,0,0
45,5,本・音楽・ゲーム,1,ベビー服（女の子用）,1,トップス,0,0,0
46,6,おもちゃ・ホビー・グッズ,1,ベビー服（女の子用）,1,トップス,0,0,0
47,7,コスメ・香水・美容,1,ベビー服（女の子用）,1,トップス,0,0,0
48,8,家電・スマホ・カメラ,1,ベビー服（女の子用）,1,トップス,0,0,0
49,9,スポーツ・レジャー,1,ベビー服（女の子用）,1,トップス,0,0,0
50,10,ハンドメイド,1,ベビー服（女の子用）,1,トップス,0,0,0
51,11,チケット,1,ベビー服（女の子用）,1,トップス,0,0,0
52,12,自動車・オートバイ,1,ベビー服（女の子用）,1,トップス,0,0,0
53,13,その他,1,ベビー服（女の子用）,1,トップス,0,0,0
